impath,mos_qual,label,classname
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_259.jpg,0.594282567,0,"a parade of disconnected images : a tragic supernova, hyper detail, HDR lighting"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_072.jpg,3.50945668,0,"painted portrait of snake man, realistic style"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_287.jpg,3.001128296,0,"cute anthropomorphic lizard person portrait symmetrical axis, elevation view, HDR lighting, realistic style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_296.jpg,3.483126252,0,"bloodborne werewolf howling in yharnam with full moon in background, blurred detail, soft lighting, sci-fi style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_007.jpg,3.001128296,0,a cat doing karaoke
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_075.jpg,0.731226048,0,"concept art of octopus attack, anime style"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_043.jpg,3.626710307,0,a frog wearing police cap
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_239.jpg,2.646301338,0,"a small grassland nestled in the hollow of a tree, elevation view, long-shot"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_271.jpg,3.746430529,0,"the gold skull coming out from open cracked marble head, cold color, hyper detail, sci-fi style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_056.jpg,3.387308117,0,survival in a winter forest
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_017.jpg,1.087526681,0,tragedy of the commons
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_228.jpg,2.87284354,0,"a kitten with two little goat horns on his head, warm color, blurred detail"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_164.jpg,3.635603955,0,"a pig sitting in a chair smoking a pipe, close-up"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_170.jpg,3.057832635,0,"portrait of butterflies swarming flowers, warm color"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_127.jpg,3.102285456,0,"robots building robots in a factory, hyper detail"
/hd2/wangzichuan/AGIQA-3K/glide_normal_279.jpg,1.474049467,0,"table with everything ready for 5 o'clock at flower garden, elevation view, long-shot, baroque style"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_086.jpg,2.982848125,0,"a very drunk person named aaron, sci-fi style"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_017.jpg,1.653161525,0,tragedy of the commons
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_025.jpg,2.824073647,0,a still of breaking bad
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_063.jpg,2.700983887,0,"overwatch small hut building, abstract style"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_201.jpg,3.592172903,0,"a gummy bear performing at woodstock concert, cold color, sci-fi style"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_175.jpg,3.124625168,0,"a portrait of the mri brain damage demon, long-shot"
/hd2/wangzichuan/AGIQA-3K/glide_normal_266.jpg,1.617018803,0,"scottish stone cairn inside a glass jar buried in sand, cold color, close-up, sci-fi style"
/hd2/wangzichuan/AGIQA-3K/glide_normal_089.jpg,1.922359564,0,"a crocodile in a new york sewer, baroque style"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_024.jpg,4.014160821,0,goddess of mystic unity
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_276.jpg,3.483126252,0,"portrait photo still of a spooky scarecrow holding a gift, top view, close-up, sci-fi style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_263.jpg,1.995457086,0,"cute animal character sleeping in the space station, cold color, elevation view, abstract style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_190.jpg,3.402927392,0,"delicious peanut butter donut with glazing , warm color, anime style"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_260.jpg,2.750918808,0,"mickey mouse head automaton held by a mechanical claw, warm color, top view, anime style"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_251.jpg,3.161543067,0,"a brain with eyeballs peaking out between the folds, long-shot, hyper detail"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_042.jpg,3.137840023,0,a man jumping off a cliff
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_298.jpg,3.469682644,0,"photoreal portrait very intricate darkwar hunter wearing a black hoody, hyper detail, soft lighting, abstract style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_250.jpg,2.225272813,0,"a dramatic photo of a mountain made of layered cake, long-shot, blurred detail"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_127.jpg,2.486100389,0,"robots building robots in a factory, hyper detail"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_023.jpg,3.001128296,0,king kong on fighting
/hd2/wangzichuan/AGIQA-3K/glide_normal_220.jpg,1.710849874,0,"sparkling heart blue mana tree inside a marble, warm color, top view"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_212.jpg,2.880053469,0,"a glass vase of pink and white dahlia flowers, top view, realistic style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_067.jpg,0.957159937,0,"a woman in newspaper clothes, realistic style"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_194.jpg,3.250506865,0,"a cyborg jellyfish swimming in a vast ocean, close-up, baroque style"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_160.jpg,3.56051788,0,"cute soul ghost in infinity mirror room, warm color"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_088.jpg,3.142688856,0,"a space shuttle flying in space, abstract style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_022.jpg,2.868587123,0,panda chef in a kitchen
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_189.jpg,3.013304279,0,"lobster human hybrid in fashion photography, HDR lighting, baroque style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_055.jpg,3.167161119,0,a small ocean full of life
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_141.jpg,2.474154779,0,"a portrait of girl bard in red dress, cold color"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_183.jpg,3.224603247,0,"radioactive alien mushrooms in the forest , elevation view, abstract style"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_237.jpg,0.566059704,0,"portrait of terrified green ball gown young woman, top view, long-shot"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_254.jpg,3.162526872,0,"portrait of beautiful woman with magical nebula hair, long-shot, soft lighting"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_109.jpg,0.54290384,0,"photograph of beautiful landscape, baroque style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_243.jpg,3.170706135,0,"mushrooms and moss on a tree in a fairytale forest, elevation view, hyper detail"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_163.jpg,0.968570405,0,"a portrait of girl boxer in a red dress, elevation view"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_288.jpg,0.931603649,0,"a beautiful painting of old golden samovars of russian empire, close-up, blurred detail, abstract style"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_252.jpg,0.909855359,0,"a bokeh photo of a zombie gardener admiring flowers, close-up, soft lighting"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_154.jpg,2.805997401,0,"cute fluffy baby poodle giraffe hybrid, close-up"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_269.jpg,3.644083685,0,"poignant portrait of an older man remembering his youth, warm color, hyper detail, baroque style"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_076.jpg,3.787339351,0,"a biomechanical dahlia flower, sci-fi style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_241.jpg,3.269342324,0,"breaking moon as seen from the surface of the moon, top view, hyper detail"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_241.jpg,2.901806096,0,"breaking moon as seen from the surface of the moon, top view, hyper detail"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_082.jpg,0.886412125,0,"lanky young half - orc warrior, realistic style"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_178.jpg,1.574691536,0,"a car crawling with human hands and feet, soft lighting"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_236.jpg,2.634901234,0,"short - haired short butch tomboy blonde engineer, top view, close-up"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_084.jpg,1.903300589,0,"sheep that looks like broccoli, baroque style"
/hd2/wangzichuan/AGIQA-3K/glide_normal_208.jpg,2.043755364,0,"french fastfood adventure pixar movie poster , soft lighting, abstract style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_234.jpg,2.456239571,0,"a mechanical human arm sticking out of the earth, cold color, soft lighting"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_124.jpg,2.592416657,0,"action shot of woman pole vaulting, close-up"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_016.jpg,2.775303755,0,very sad rabbit crying
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_054.jpg,3.981796016,0,beautiful white fluffy cat
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_169.jpg,2.750918808,0,"profile face portrait of a tin toy robot, HDR lighting"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_248.jpg,3.421504833,0,"a redhair beautiful girl wearing brown olive dress, close-up, blurred detail"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_222.jpg,3.410108325,0,"interior of cosmic highway created by the gods, cold color, top view"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_157.jpg,0.369089989,0,"spaceship flying over a strange planet, hyper detail"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_175.jpg,3.057832635,0,"a portrait of the mri brain damage demon, long-shot"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_293.jpg,2.579152811,0,"futuristic robot alien invasion award winning pixar movie poster , close-up, HDR lighting, abstract style"
/hd2/wangzichuan/AGIQA-3K/glide_normal_087.jpg,1.328117093,0,"a tonalism portrait of a ghost , realistic style"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_024.jpg,3.854712392,0,goddess of mystic unity
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_193.jpg,3.785926171,0,"a portrait of a female robot made from code, elevation view, abstract style"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_238.jpg,0.560082254,0,"many bodies floating in an infinite lake of blood, elevation view, close-up"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_239.jpg,1.945829918,0,"a small grassland nestled in the hollow of a tree, elevation view, long-shot"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_297.jpg,3.351167422,0,"cute fluffy baby cheetah lion hybrid mixed creature character concept, blurred detail, HDR lighting, realistic style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_155.jpg,2.687482179,0,"an auto rickshaw driving through paris, long-shot"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_100.jpg,1.02123126,0,"a small garden buzzing with bees, anime style"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_016.jpg,3.569908726,0,very sad rabbit crying
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_136.jpg,3.572455852,0,"man in his late 40 s wearing a suit, blurred detail"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_160.jpg,1.876970161,0,"cute soul ghost in infinity mirror room, warm color"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_159.jpg,3.189847843,0,"person walking inside a timeless bubble, HDR lighting"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_046.jpg,2.31896878,0,the drowned and the saved
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_261.jpg,0.828455166,0,"epic vessel cage armor of interdimensional adventurer, warm color, elevation view, sci-fi style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_125.jpg,2.802483896,0,"a upright walking cute giraffe toy, long-shot"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_132.jpg,1.784431343,0,"a girl with rainbow in white shirt , top view"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_195.jpg,0.605043529,0,"unique epic pink space elf knight adventurer, long-shot, anime style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_259.jpg,2.324587432,0,"a parade of disconnected images : a tragic supernova, hyper detail, HDR lighting"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_056.jpg,3.135757257,0,survival in a winter forest
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_221.jpg,1.692657167,0,"goose being zipped - up by man in orange shirt, warm color, elevation view"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_179.jpg,0.641620949,0,"underwater photography of the rough ocean, HDR lighting"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_220.jpg,3.214232789,0,"sparkling heart blue mana tree inside a marble, warm color, top view"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_041.jpg,3.491984103,0,a raspberry made of metal
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_263.jpg,3.158021435,0,"cute animal character sleeping in the space station, cold color, elevation view, abstract style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_272.jpg,3.078582412,0,"frontal portrait of female adult twins in the apocalypse, warm color, soft lighting, realistic style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_192.jpg,3.296107282,0,"beautiful ancient temple in a formal garden, top view, realistic style"
/hd2/wangzichuan/AGIQA-3K/glide_normal_072.jpg,1.316179121,0,"painted portrait of snake man, realistic style"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_188.jpg,1.54386854,0,"portrait painting of a west hightland white, soft lighting, abstract style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_042.jpg,3.787279028,0,a man jumping off a cliff
/hd2/wangzichuan/AGIQA-3K/glide_normal_239.jpg,1.289688929,0,"a small grassland nestled in the hollow of a tree, elevation view, long-shot"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_037.jpg,3.683710828,0,demon queen with red eyes
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_229.jpg,2.790068621,0,"a heavily bloodied horrified pretty young woman, warm color, hyper detail"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_214.jpg,2.799688701,0,"render of rivendell dreamy beautiful landscape, close-up, baroque style"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_009.jpg,3.381448298,0,girl from fight club
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_017.jpg,1.495248703,0,tragedy of the commons
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_192.jpg,3.543429565,0,"beautiful ancient temple in a formal garden, top view, realistic style"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_036.jpg,2.342844724,0,gnome warfare at walmart
/hd2/wangzichuan/AGIQA-3K/glide_normal_195.jpg,0.086501076,0,"unique epic pink space elf knight adventurer, long-shot, anime style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_091.jpg,2.760673748,0,"ufo ignoring the laws of phyics, sci-fi style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_021.jpg,3.763511558,0,portrait of mecha robot
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_025.jpg,2.283154863,0,a still of breaking bad
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_060.jpg,2.689045915,0,"artwork with only triangles, anime style"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_247.jpg,0.726968261,0,"a saint noble high priestess pray for god in church, elevation view, HDR lighting"
/hd2/wangzichuan/AGIQA-3K/glide_normal_199.jpg,0.468583101,0,"full body portrait of cute girl wearing gown, HDR lighting, baroque style"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_209.jpg,1.373169339,0,"an uprising of disneyland costumed characters, HDR lighting, baroque style"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_021.jpg,3.703773546,0,portrait of mecha robot
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_242.jpg,3.022343767,0,"a living room with a black and white chevron floor, elevation view, blurred detail"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_049.jpg,3.483126252,0,portrait of evil alchemist
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_122.jpg,3.374870467,0,"chinese demon god character design, top view"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_016.jpg,2.231381244,0,very sad rabbit crying
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_151.jpg,3.351167422,0,"photo of a white fashion jewelry store, cold color"
/hd2/wangzichuan/AGIQA-3K/glide_normal_065.jpg,1.289002558,0,"an environmental concept art, anime style"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_048.jpg,3.273307074,0,scottish highlands at dawn
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_256.jpg,1.206041903,0,"full length portrait of a beautiful woman with horns, blurred detail, soft lighting"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_225.jpg,2.844239553,0,"atomic cloud fire explosion inside a snow globe, warm color, long-shot"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_189.jpg,3.180285613,0,"lobster human hybrid in fashion photography, HDR lighting, baroque style"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_073.jpg,2.666882993,0,"otter making a disgusted face, abstract style"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_148.jpg,3.969519749,0,"a portrait painting of a buck in suit, soft lighting"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_230.jpg,1.836893934,0,"a fantast beauty detailed elf with mermaid tail, cold color, blurred detail"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_090.jpg,3.683010044,0,"little girl with a mushroom hat, anime style"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_152.jpg,1.933414643,0,"grumpy the elder gods sitting in a bar, top view"
/hd2/wangzichuan/AGIQA-3K/glide_normal_027.jpg,2.798535131,0,the large cresting waves
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_015.jpg,2.169304869,0,santa claus on drugs
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_156.jpg,2.600700921,0,"an adventure party resting in a tavern, blurred detail"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_153.jpg,2.827314446,0,"grumpy king in yellow sitting in a bar, elevation view"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_211.jpg,3.377804541,0,"a woman in a trench coat looking out a window, cold color, sci-fi style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_050.jpg,1.775520954,0,logo design of a full moon
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_153.jpg,2.389907299,0,"grumpy king in yellow sitting in a bar, elevation view"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_256.jpg,2.735002056,0,"full length portrait of a beautiful woman with horns, blurred detail, soft lighting"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_258.jpg,3.189847843,0,"black broken armor and helmet laying in wild flowers, hyper detail, soft lighting"
/hd2/wangzichuan/AGIQA-3K/glide_normal_250.jpg,1.769822062,0,"a dramatic photo of a mountain made of layered cake, long-shot, blurred detail"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_263.jpg,0.652605272,0,"cute animal character sleeping in the space station, cold color, elevation view, abstract style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_205.jpg,1.939494873,0,"the fate of all fools and divine intervention, long-shot, anime style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_140.jpg,3.262068577,0,"cute great old ones sitting in a bar, warm color"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_055.jpg,2.963882471,0,a small ocean full of life
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_208.jpg,1.277151036,0,"french fastfood adventure pixar movie poster , soft lighting, abstract style"
/hd2/wangzichuan/AGIQA-3K/midjourney_lowstep_129.jpg,3.113493079,0,"portrait of a beautiful young woman, HDR lighting"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_109.jpg,3.665354297,0,"photograph of beautiful landscape, baroque style"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_022.jpg,3.948399749,0,panda chef in a kitchen
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_221.jpg,2.111605076,0,"goose being zipped - up by man in orange shirt, warm color, elevation view"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_016.jpg,1.588396896,0,very sad rabbit crying
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_236.jpg,2.557115434,0,"short - haired short butch tomboy blonde engineer, top view, close-up"
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_290.jpg,2.954104154,0,"a portrait of girl chronomancer glass jewelry padlocks fantasy, long-shot, blurred detail, anime style"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_057.jpg,0.652605272,0,sartre hugging a sad alien
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_234.jpg,3.808121173,0,"a mechanical human arm sticking out of the earth, cold color, soft lighting"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_096.jpg,0.40889324,0,"meme about making peanut butter , sci-fi style"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_270.jpg,2.324182247,0,"european woodcut of a wooden sailing vessel on a stormy, cold color, blurred detail, anime style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowcorr_227.jpg,3.068964724,0,"a sketch drawing of a hamster in a fruit basket, cold color, long-shot"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_229.jpg,0.696426448,0,"a heavily bloodied horrified pretty young woman, warm color, hyper detail"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_110.jpg,2.890851301,0,"painted portrait of intense woman, anime style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_208.jpg,2.94270405,0,"french fastfood adventure pixar movie poster , soft lighting, abstract style"
/hd2/wangzichuan/AGIQA-3K/glide_normal_244.jpg,0.580658583,0,"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_034.jpg,3.701931716,0,rat portrait as a warrior
/hd2/wangzichuan/AGIQA-3K/midjourney_normal_021.jpg,3.921396233,0,portrait of mecha robot
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_287.jpg,2.579008945,0,"cute anthropomorphic lizard person portrait symmetrical axis, elevation view, HDR lighting, realistic style"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_096.jpg,2.397337086,0,"meme about making peanut butter , sci-fi style"
/hd2/wangzichuan/AGIQA-3K/glide_normal_257.jpg,0.349805353,0,"dragons flyring around a snowcapped fantasy mountain, blurred detail, HDR lighting"
/hd2/wangzichuan/AGIQA-3K/sd1.5_lowstep_152.jpg,1.952687802,0,"grumpy the elder gods sitting in a bar, top view"
/hd2/wangzichuan/AGIQA-3K/glide_normal_117.jpg,0.653301426,0,"portrait of a cloaked female devil, realistic style"
/hd2/wangzichuan/AGIQA-3K/DALLE2_normal_130.jpg,3.1259885,0,"photography of a happy blonde girl , warm color"
/hd2/wangzichuan/AGIQA-3K/AttnGAN_normal_069.jpg,0.564086878,0,"synthwave astronaut tabby cat, baroque style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_118.jpg,1.920999368,0,"foxes judging a cheese competition, abstract style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_043.jpg,3.191417702,0,a frog wearing police cap
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_174.jpg,3.259317616,0,"ancient golden chrome finish skateboard , close-up"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_267.jpg,1.824290847,0,"beautiful viking woman surrounded by treasure and gold, cold color, long-shot, realistic style"
/hd2/wangzichuan/AGIQA-3K/xl2.2_normal_063.jpg,3.2326522,0,"overwatch small hut building, abstract style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_normal_182.jpg,2.566500608,0,"a female warrior in charming phenix armor, top view, realistic style"
/hd2/wangzichuan/AGIQA-3K/sd1.5_highcorr_144.jpg,3.703773546,0,"pendant of a silver starfish necklace, close-up"
